symbol,name,reportDate,fiscalDateEnding,estimate,currency
CFLT,Confluent Inc Class A,2025-10-29,2025-09-30,0.1,USD
CFMOF,CFMOF,2025-10-24,2025-09-30,1.63,USD
CFPUF,CFPUF,2025-10-24,2025-09-30,-0.11,USD
CFPZF,CFPZF,2025-10-24,2025-09-30,-0.68,USD
CFR,Cullen Frost Bankers Inc,2025-10-30,2025-09-30,2.37,USD
CFR-PB,CFR-PB,2025-10-29,2025-09-30,,USD
CFRHF,CFRHF,2025-09-11,2025-06-30,,EUR
CFRHF,CFRHF,2025-11-14,2025-09-30,,USD
CFRUY,CFRUY,2025-11-14,2025-09-30,,USD
CFWFF,CFWFF,2025-11-05,2025-09-30,-0.02,USD
CFXTF,CFXTF,2025-11-12,2025-09-30,,USD
CG,Carlyle Group Inc (The),2025-11-06,2025-09-30,1.02,USD
CGAU,Vitalist Inc,2025-10-30,2025-09-30,0.2083,USD
CGBD,Carlyle Secured Lending Inc,2025-11-11,2025-09-30,0.3962,USD
CGC,Canopy Growth Corporation,2025-11-07,2025-09-30,-0.1334,USD
CGDCF,CGDCF,2025-11-25,2025-09-30,,USD
CGDXF,CGDXF,2025-11-28,2025-09-30,,USD
CGEAF,CGEAF,2025-10-30,2025-08-31,1.94,USD
CGECF,CGECF,2025-10-30,2025-08-31,1.96,USD
CGEM,Cullinan Oncology Inc,2025-11-06,2025-09-30,-0.9434,USD
CGEMY,CGEMY,2025-10-28,2025-09-30,0,USD
CGEN,Compugen Ltd,2025-11-06,2025-09-30,-0.065,USD
CGFEF,CGFEF,2025-11-27,2025-09-30,,USD
CGHOF,CGHOF,2025-11-28,2025-09-30,,USD
CGIFF,CGIFF,2025-11-13,2025-09-30,0.36,USD
CGJTF,CGJTF,2025-11-03,2025-09-30,1.13,USD
CGMLF,CGMLF,2025-09-25,2025-06-30,,USD
CGNT,Cognyte Software Ltd,2025-09-09,2025-07-31,0.0281,USD
CGNWF,CGNWF,2025-10-29,2025-09-30,,CNY
CGNX,Cognex Corp,2025-10-29,2025-09-30,0.29,USD
CGON,Cg Oncology Inc,2025-11-18,2025-09-30,0,USD
CGPVF,CGPVF,2025-10-30,2025-09-30,,USD
CGPZF,CGPZF,2025-10-29,2025-08-31,,USD
CGTRF,CGTRF,2025-11-27,2025-09-30,,USD
CGTX,Cognition Therapeutics Inc,2025-11-12,2025-09-30,-0.095,USD
CGXEF,CGXEF,2025-11-13,2025-09-30,,USD
CGXYF,CGXYF,2025-10-30,2025-09-30,,USD
CHBAF,CHBAF,2025-11-17,2025-09-30,24.26,USD
CHBAY,CHBAY,2025-11-10,2025-09-30,1.04,USD
CHCI,Comstock Holding Co. Inc - Class A,2025-11-06,2025-09-30,,USD
CHCJY,CHCJY,2025-10-28,2025-09-30,0.7479,CNY
CHCLF,CHCLF,2025-11-12,2025-09-30,19.4,USD
CHCLY,CHCLY,2025-11-10,2025-09-30,,USD
CHCO,City Holding Company,2025-10-23,2025-09-30,2.17,USD
CHCT,Community Healthcare Trust Inc,2025-11-04,2025-09-30,0.08,USD
CHD,Church & Dwight Co. Inc,2025-10-31,2025-09-30,0.74,USD
CHDN,Churchill Downs Inc,2025-10-22,2025-09-30,1.02,USD
CHE,Chemed Corp,2025-10-29,2025-09-30,5.62,USD
CHEAF,CHEAF,2025-10-28,2025-09-30,,USD
CHEF,Chefs` Warehouse Inc,2025-10-29,2025-09-30,0.41,USD
CHEK,Check-Cap Ltd,2025-11-24,2025-09-30,0,USD
CHGCF,CHGCF,2025-10-24,2025-09-30,75.75,USD
CHGCY,CHGCY,2025-10-24,2025-09-30,,USD
CHGG,Chegg Inc,2025-11-03,2025-09-30,-0.0625,USD
CHH,Choice Hotels International Inc,2025-11-04,2025-09-30,2.22,USD
CHHHF,CHHHF,2025-11-06,2025-09-30,0.03,USD
CHHYF,CHHYF,2025-11-27,2025-09-30,,USD
CHJTF,CHJTF,2025-11-13,2025-09-30,0.14,USD
CHKIF,CHKIF,2025-10-28,2025-09-30,,USD
CHKKF,CHKKF,2025-09-25,2025-08-31,,USD
CHKP,Check Point Software Technologies Ltd,2025-10-29,2025-09-30,2.45,USD
CHMG,Chemung Financial Corp,2025-10-21,2025-09-30,1.61,USD
CHMI,Cherry Hill Mortgage Investment Corporation,2025-11-18,2025-09-30,0.1133,USD
CHPFF,CHPFF,2025-11-12,2025-09-30,,USD
CHPT,ChargePoint Holdings Inc - Class A,2025-12-03,2025-10-31,-1.34,USD
CHRD,Chord Energy Corp - New,2025-10-29,2025-09-30,2.03,USD
CHRRF,CHRRF,2025-11-06,2025-09-30,0.56,USD
CHRS,Coherus Biosciences Inc,2025-11-10,2025-09-30,-0.2832,USD
CHRW,C.H. Robinson Worldwide Inc,2025-10-29,2025-09-30,1.3,USD
CHT,Chunghwa Telecom,2025-11-05,2025-09-30,0.3923,USD
CHTR,Charter Communications Inc - Class A,2025-10-31,2025-09-30,9.42,USD
CHUEF,CHUEF,2025-10-29,2025-09-30,62.1,USD
CHVKF,CHVKF,2025-10-30,2025-09-30,,USD
CHVKY,CHVKY,2025-10-28,2025-09-30,,USD
CHWY,Chewy Inc - Class A,2025-09-10,2025-07-31,0.21,USD
CHWY,Chewy Inc - Class A,2025-12-04,2025-10-31,0.1241,USD
CHXMF,CHXMF,2025-11-04,2025-10-31,,USD
CHYCF,CHYCF,2025-11-05,2025-09-30,,USD
CHYCY,CHYCY,2025-11-03,2025-09-30,,USD
CHYM,Chime Financial Inc - Class A,2025-11-06,2025-09-30,-0.18,USD
CHYMF,CHYMF,2025-11-24,2025-09-30,,USD
CI,Cigna Group (The),2025-10-30,2025-09-30,7.69,USD
CIA,Citizens Inc - Class A,2025-11-05,2025-09-30,0.09,USD
CIAFF,CIAFF,2025-10-30,2025-09-30,0.06,USD
CIBY,CIBY,2025-10-21,2025-09-30,,USD
CICHF,CICHF,2025-10-30,2025-09-30,0.34,CNY
CICHY,CICHY,2025-10-30,2025-09-30,0.9085,CNY
CICOF,CICOF,2025-10-28,2025-09-30,,CNY
CICOY,CICOY,2025-10-28,2025-09-30,0.2675,CNY
CIFR,Cipher Mining Inc,2025-10-29,2025-09-30,-0.0527,USD
CIG,Cia Energetica DE Minas Gerais - Cemig,2025-11-12,2025-09-30,0.0627,USD
CIG-C,Cia Energetica DE Minas Gerais - Cemig,2025-11-12,2025-09-30,0.0627,USD
CIGI,Colliers International Group Inc,2025-11-04,2025-09-30,1.58,USD
CIHHF,CIHHF,2025-10-30,2025-09-30,1.59,CNY
CIHKY,CIHKY,2025-10-29,2025-09-30,,CNY
CIIHF,CIIHF,2025-10-28,2025-09-30,0.46,USD
CIIHY,CIIHY,2025-10-27,2025-09-30,,CNY
CILJF,CILJF,2025-10-30,2025-09-30,,USD
CIM,Chimera Investment Corp,2025-11-05,2025-09-30,0.44,USD
CIM-PA,CIM-PA,2025-11-04,2025-09-30,,USD
CIM-PB,CIM-PB,2025-11-04,2025-09-30,,USD
CIM-PC,CIM-PC,2025-11-04,2025-09-30,,USD
CIM-PD,CIM-PD,2025-11-04,2025-09-30,,USD
CIMDF,CIMDF,2025-11-27,2025-09-30,0.19,USD
CINF,Cincinnati Financial Corp,2025-10-23,2025-09-30,1.69,USD
CINGF,CINGF,2025-09-25,2025-06-30,,USD
CIO,City Office REIT Inc,2025-11-06,2025-09-30,-0.11,USD
CION,CION Invt Corp,2025-11-06,2025-09-30,0.3433,USD
CIVB,Civista Bancshares Inc,2025-10-29,2025-09-30,0.6,USD
CIVI,Civitas Resources Inc New,2025-11-05,2025-09-30,1.36,USD
CIX,Compx International Inc - Class A,2025-11-05,2025-09-30,,USD
CIXPF,CIXPF,2025-10-31,2025-09-30,0.19,USD
CIXXF,CIXXF,2025-11-06,2025-09-30,0.698,USD
CIZN,Citizens Holding Company,2025-10-23,2025-09-30,,USD
CJEWF,CJEWF,2025-11-25,2025-09-30,,USD
CJEWY,CJEWY,2025-11-24,2025-09-30,,USD
CJIMF,CJIMF,2025-11-07,2025-09-30,,USD
CJPRF,CJPRF,2025-10-29,2025-09-30,155.23,USD
CJPRY,CJPRY,2025-10-29,2025-09-30,0.5571,USD
CJRCF,CJRCF,2025-10-24,2025-09-30,0.07,CNY
CJREF,CJREF,2025-10-17,2025-08-31,-0.0715,USD
CKHGF,CKHGF,2025-10-01,2025-08-31,,USD
CKHGY,CKHGY,2025-09-29,2025-08-31,,USD
CKHUY,CKHUY,2025-12-03,2025-09-30,0,USD
CKPDY,CKPDY,2025-11-06,2025-09-30,,USD
CL,Colgate-Palmolive Company,2025-10-31,2025-09-30,0.91,USD
CLAR,Clarus Corp,2025-11-10,2025-09-30,-0.03,USD
CLB,Core Laboratories Inc,2025-10-22,2025-09-30,0.2,USD
CLBEY,CLBEY,2025-10-29,2025-09-30,,USD
CLBK,Columbia Financial Inc,2025-10-23,2025-09-30,0.13,USD
CLBT,Cellebrite DI Ltd,2025-11-05,2025-09-30,0.13,USD
CLCGY,CLCGY,2025-10-22,2025-08-31,,USD
CLCMF,CLCMF,2025-11-05,2025-09-30,0.66,USD
CLCO,Cool Company Ltd,2025-11-20,2025-09-30,0.19,USD
CLDT,Chatham Lodging Trust,2025-10-30,2025-09-30,0.04,USD
CLDX,Celldex Therapeutics Inc,2025-11-05,2025-09-30,-0.8985,USD
CLF,Cleveland-Cliffs Inc,2025-10-22,2025-09-30,-0.4256,USD
CLFD,Clearfield Inc,2025-11-06,2025-09-30,0.14,USD
CLGN,CollPlant Biotechnologies Ltd New,2025-11-26,2025-09-30,-0.03,USD
CLGPF,CLGPF,2025-10-13,2025-09-30,,CAD
CLH,Clean Harbors Inc,2025-10-29,2025-09-30,2.35,USD
CLIR,ClearSign Technologies Corp,2025-11-13,2025-09-30,-0.04,USD
CLKFF,CLKFF,2025-11-07,2025-09-30,,USD
CLKXF,CLKXF,2025-11-06,2025-09-30,,USD
CLLFF,CLLFF,2025-12-02,2025-10-31,,USD
CLLKF,CLLKF,2025-11-04,2025-09-30,-0.95,USD
CLLS,Cellectis,2025-11-10,2025-09-30,-0.248,USD
CLLXF,CLLXF,2025-11-15,2025-09-30,,USD
CLMB,Climb Global Solutions Inc,2025-10-28,2025-09-30,1.52,USD
CLMHF,CLMHF,2025-10-13,2025-08-31,,USD
CLMT,Calumet Inc,2025-11-07,2025-09-30,-0.3545,USD
CLNE,Clean Energy Fuels Corp,2025-11-06,2025-09-30,-0.0667,USD
CLNFF,CLNFF,2025-11-25,2025-09-30,1.07,CAD
CLNXF,CLNXF,2025-11-07,2025-09-30,-0.03,USD
CLOEF,CLOEF,2025-11-05,2025-09-30,0.52,USD
CLOV,Clover Health Investments Corp - Class A,2025-11-10,2025-09-30,-0.0148,USD
CLPBF,CLPBF,2025-11-04,2025-09-30,7.14,DKK
CLPBY,CLPBY,2025-11-04,2025-09-30,0.1057,DKK
CLPIF,CLPIF,2025-12-01,2025-09-30,,USD
CLPR,Clipper Realty Inc,2025-11-06,2025-09-30,0,USD
CLPS,CLPS Inc,2025-10-17,2025-09-30,,USD
CLPT,ClearPoint Neuro Inc,2025-11-11,2025-09-30,-0.18,USD
CLPXY,CLPXY,2025-10-28,2025-09-30,,USD
CLRD,CLRD,2025-11-11,2025-09-30,0,USD
CLRMF,CLRMF,2025-09-29,2025-07-31,,USD
CLS,Celestica Inc,2025-10-22,2025-09-30,1.46,USD
CLSD,Clearside Biomedical Inc,2025-11-18,2025-09-30,-0.0729,USD
CLST,Catalyst Bancorp Inc,2025-10-23,2025-09-30,,USD
CLTFF,CLTFF,2025-09-15,2025-06-30,,USD
CLVSF,CLVSF,2025-11-05,2025-09-30,1.52,USD
CLVT,Clarivate Plc,2025-11-11,2025-09-30,0.1587,USD
CLW,Clearwater Paper Corp,2025-11-03,2025-09-30,0.16,USD
CLX,Clorox Company,2025-10-30,2025-09-30,0.91,USD
CLYYF,CLYYF,2025-09-25,2025-06-30,,USD
CLZNY,CLZNY,2025-10-30,2025-09-30,0,USD
CM,Canadian Imperial Bank Of Commerce,2025-12-04,2025-10-31,2.04,USD
CMA,Comerica Inc,2025-10-17,2025-09-30,1.25,USD
CMAKY,CMAKY,2025-10-28,2025-09-30,,CNY
CMAUF,CMAUF,2025-11-27,2025-09-30,,USD
CMBM,Cambium Networks Corp,2025-11-06,2025-09-30,0.06,USD
CMBT,Euronav NV,2025-11-13,2025-09-30,0.02,USD
CMC,Commercial Metals Company,2025-10-09,2025-08-31,1.31,USD
CMCL,Caledonia Mining Corporation Plc,2025-11-12,2025-09-30,0.6,USD
CMCLF,CMCLF,2025-10-31,2025-09-30,0.18,USD
CMCM,Cheetah Mobile Inc,2025-12-02,2025-09-30,0,USD
CMCO,Columbus Mckinnon Corp,2025-10-29,2025-09-30,0.535,USD
CMCSA,Comcast Corp - Class A,2025-10-30,2025-09-30,1.11,USD
CMCT,Creative Media & Community Trust,2025-11-06,2025-09-30,,USD
CMDB,Costamare Bulkers Holdings Ltd,2025-11-07,2025-09-30,,USD
CMDXF,CMDXF,2025-11-11,2025-09-30,0.06,USD
CME,CME Group Inc - Class A,2025-10-22,2025-09-30,2.71,USD
CMG,Chipotle Mexican Grill,2025-10-29,2025-09-30,0.3,USD
CMGGF,CMGGF,2025-11-05,2025-09-30,0,USD
CMHSF,CMHSF,2025-10-06,2025-09-30,,USD
CMI,Cummins Inc,2025-11-04,2025-09-30,4.93,USD
CMILF,CMILF,2025-09-30,2025-08-31,,USD
CMLS,Cumulus Media Inc - Class A,2025-10-30,2025-09-30,-0.705,USD
CMMB,Chemomab Therapeutics Ltd,2025-11-07,2025-09-30,-0.005,USD
CMP,Compass Minerals International Inc,2025-12-02,2025-09-30,-0.21,USD
CMPGF,CMPGF,2025-11-25,2025-09-30,,USD
CMPGY,CMPGY,2025-11-25,2025-09-30,0,USD
CMPO,CompoSecure Inc - Class A,2025-11-07,2025-09-30,0.2509,USD
CMPR,Cimpress plc,2025-10-29,2025-09-30,0.28,USD
CMPRF,CMPRF,2025-10-22,2025-09-30,1.21,USD
CMPS,Compass Pathways Plc,2025-10-30,2025-09-30,-0.4003,USD
CMPX,Compass Therapeutics Inc,2025-11-06,2025-09-30,-0.1412,USD
CMRC,Commerce.com Inc Com Ser 1,2025-11-06,2025-09-30,0.02,USD
CMRE,Costamare Inc,2025-10-31,2025-09-30,0.71,USD
CMRE-PB,CMRE-PB,2025-11-01,2025-09-30,,USD
CMRE-PC,CMRE-PC,2025-11-01,2025-09-30,,USD
CMRE-PD,CMRE-PD,2025-11-01,2025-09-30,,USD
CMRZF,CMRZF,2025-10-01,2025-07-31,,USD
CMS,CMS Energy Corporation,2025-10-30,2025-09-30,0.85,USD
CMS-PC,CMS-PC,2025-10-29,2025-09-30,,USD
CMSYF,CMSYF,2025-11-07,2025-09-30,,USD
CMT,Core Molding Technologies,2025-11-11,2025-09-30,0.47,USD
CMTDF,CMTDF,2025-11-11,2025-09-30,93.67,USD
CMTG,Claros Mortgage Trust Inc,2025-11-06,2025-09-30,-0.31,USD
CMTHF,CMTHF,2025-11-06,2025-09-30,,USD
CMTL,Comtech Telecommunications Corp,2025-09-24,2025-07-31,-0.42,USD
CMTOY,CMTOY,2025-11-06,2025-09-30,0.2356,USD
CMTV,CMTV,2025-10-15,2025-09-30,,USD
CMVLF,CMVLF,2025-11-10,2025-09-30,,USD
CMXC,CMXC,2025-10-13,2025-08-31,,USD
CNA,CNA Financial Corp,2025-11-10,2025-09-30,1.21,USD
CNADF,CNADF,2025-11-27,2025-10-31,,USD
CNAF,CNAF,2025-10-27,2025-09-30,,USD
CNBB,CNBB,2025-10-09,2025-09-30,,USD
CNBZ,CNBZ,2025-10-20,2025-09-30,,USD
CNC,Centene Corp,2025-10-24,2025-09-30,-0.17,USD
CNCK,CNCK,2025-11-06,2025-09-30,-0.18,USD
CNDT,Conduent Inc,2025-11-05,2025-09-30,-0.08,USD
CNENF,CNENF,2025-11-12,2025-10-31,,USD
CNFR,Conifer Holdings Inc,2025-11-05,2025-09-30,0.01,USD
CNH,CNH Industrial NV,2025-11-06,2025-09-30,0.15,USD
CNI,Canadian National Railway Company,2025-10-30,2025-09-30,1.84,USD
CNICF,CNICF,2025-10-30,2025-09-30,0.28,USD
CNIKF,CNIKF,2025-09-29,2025-07-31,,USD
CNK,Cinemark Holdings Inc,2025-10-31,2025-09-30,0.5356,USD
CNLFF,CNLFF,2025-11-12,2025-09-30,,USD
CNM,Core & Main Inc Class A,2025-09-09,2025-07-31,0.74,USD
CNMD,Conmed Corp,2025-10-29,2025-09-30,1.05,USD
CNMVF,CNMVF,2025-11-27,2025-09-30,,USD
CNNE,Cannae Holdings Inc,2025-11-10,2025-09-30,-0.29,USD
CNNEF,CNNEF,2025-11-06,2025-09-30,0.92,USD
CNNRF,CNNRF,2025-11-18,2025-09-30,,USD
CNO,CNO Financial Group Inc,2025-10-30,2025-09-30,0.93,USD
CNOB,ConnectOne Bancorp Inc,2025-10-23,2025-09-30,0.67,USD
CNOBF,CNOBF,2025-09-25,2025-07-31,,USD
CNOBP,ConnectOne Bancorp Inc,2025-10-22,2025-09-30,,USD
CNP,Centerpoint Energy Inc,2025-10-29,2025-09-30,0.412,USD
CNPRF,CNPRF,2025-11-12,2025-09-30,0.01,USD
CNQ,Canadian Natural Resources Ltd,2025-10-30,2025-09-30,0.8084,USD
CNR,Core Natural Resources Inc,2025-11-04,2025-09-30,0.08,USD
CNRFF,CNRFF,2025-10-21,2025-09-30,,USD
CNRIF,CNRIF,2025-10-30,2025-08-31,,USD
CNRSF,CNRSF,2025-11-27,2025-09-30,,USD
CNS,Cohen & Steers Inc,2025-10-15,2025-09-30,0.79,USD
CNSRF,CNSRF,2025-11-11,2025-09-30,0.21,USD
CNSWF,CNSWF,2025-11-07,2025-09-30,25.53,USD
CNTA,Centessa Pharmaceuticals plc,2025-11-17,2025-09-30,-0.3809,USD
CNTG,CNTG,2025-11-26,2025-09-30,0,USD
CNTMF,CNTMF,2025-11-28,2025-09-30,,USD
CNTRF,CNTRF,2025-09-30,2025-08-31,,USD
CNTTQ,CNTTQ,2025-11-13,2025-09-30,0,USD
CNTX,Context Therapeutics Inc,2025-11-05,2025-09-30,-0.0664,USD
CNTY,Century Casinos Inc,2025-11-06,2025-09-30,-0.0993,USD
CNUCF,CNUCF,2025-11-27,2025-09-30,,USD
CNVAF,CNVAF,2025-10-15,2025-09-30,,EUR
CNVEF,CNVEF,2025-10-29,2025-09-30,,USD
CNVVY,CNVVY,2025-11-13,2025-09-30,0,USD
CNX,CNX Resources Corp,2025-10-30,2025-09-30,0.43,USD
CNXC,Concentrix Corp,2025-09-24,2025-08-31,2.88,USD
CNXN,PC Connection Inc,2025-10-29,2025-09-30,1,USD
COCCF,COCCF,2025-11-26,2025-09-30,,USD
COCO,Vita Coco Company Inc (The),2025-11-06,2025-09-30,0.296,USD
CODA,Coda Octopus Group Inc,2025-09-15,2025-07-31,0.1,USD
CODI,Compass Diversified Holdings,2025-10-29,2025-09-30,0.61,USD
CODX,Co-Diagnostics Inc,2025-11-06,2025-09-30,-0.12,USD
CODYY,CODYY,2025-10-30,2025-09-30,0,USD
COE,51 Talk Online Education Group,2025-12-01,2025-09-30,0,USD
COF,Capital One Financial Corp,2025-10-23,2025-09-30,4.22,USD
COF-PI,COF-PI,2025-10-22,2025-09-30,,USD
COF-PJ,COF-PJ,2025-10-22,2025-09-30,,USD
COF-PK,COF-PK,2025-10-22,2025-09-30,,USD
COF-PL,COF-PL,2025-10-22,2025-09-30,,USD
COF-PN,COF-PN,2025-10-22,2025-09-30,,USD
COFAF,COFAF,2025-11-03,2025-09-30,,USD
COFS,Choiceone Financial Services Inc,2025-10-29,2025-09-30,0.86,USD
COGDF,COGDF,2025-11-27,2025-09-30,,USD
COGQF,COGQF,2025-10-28,2025-09-30,0.23,CNY
COGT,Cogent Biosciences Inc,2025-11-17,2025-09-30,-0.5158,USD
COHN,Cohen & Company Inc,2025-11-03,2025-09-30,,USD
COHR,Coherent Corp,2025-11-06,2025-09-30,1.04,USD
COHU,Cohu Inc,2025-10-30,2025-09-30,-0.14,USD
COIN,Coinbase Global Inc - Class A,2025-11-05,2025-09-30,1.19,USD
COKE,Coca-Cola Consolidated Inc,2025-10-29,2025-09-30,0,USD
COLB,Columbia Banking System Inc,2025-10-30,2025-09-30,0.71,USD
COLD,Americold Realty Trust Inc,2025-10-30,2025-09-30,0.0884,USD
COLFF,COLFF,2025-10-16,2025-09-30,0.02,USD
COLL,Collegium Pharmaceutical Inc,2025-11-06,2025-09-30,1.88,USD
COLM,Columbia Sportswear Company,2025-10-30,2025-09-30,1.19,USD
COMCF,COMCF,2025-11-28,2025-10-31,,USD
COMM,CommScope Holding Company Inc,2025-11-06,2025-09-30,0.345,USD
COMP,Compass Inc - Class A,2025-10-30,2025-09-30,0.11,USD
CONXF,CONXF,2025-09-25,2025-07-31,,USD
COO,Cooper Companies Inc,2025-12-04,2025-10-31,1.11,USD
COOK,Traeger Inc,2025-11-05,2025-09-30,-0.0438,USD
COOP,Mr. Cooper Group Inc,2025-10-22,2025-09-30,3.25,USD
COOSF,COOSF,2025-09-23,2025-06-30,,USD
COP,Conoco Phillips,2025-10-30,2025-09-30,1.44,USD
COPAF,COPAF,2025-10-28,2025-09-30,,USD
COR,Cencora Inc,2025-11-12,2025-09-30,3.82,USD
CORT,Corcept Therapeutics Inc,2025-10-29,2025-09-30,0.1669,USD
CORZ,Core Scientific Inc - New,2025-11-05,2025-09-30,0,USD
COSAF,COSAF,2025-11-24,2025-10-31,,USD
COSO,COSO,2025-10-27,2025-09-30,0.57,USD
COSRF,COSRF,2025-11-26,2025-09-30,,USD
COST,Costco Wholesale Corp,2025-09-25,2025-08-31,5.82,USD
COTY,Coty Inc - Class A,2025-11-11,2025-09-30,0.1478,USD
COUR,Coursera Inc,2025-10-23,2025-09-30,0.08,USD
COYA,Coya Therapeutics Inc,2025-11-05,2025-09-30,-0.59,USD
COYJF,COYJF,2025-10-29,2025-09-30,0.13,USD
CP,Canadian Pacific Kansas City Ltd,2025-10-29,2025-09-30,1.17,CAD
CPA,Copa Holdings S.A. - Class A,2025-11-19,2025-09-30,4.01,USD
CPAC,Cementos Pacasmayo S.A.A.,2025-10-29,2025-09-30,0.04,USD
CPADF,CPADF,2025-11-06,2025-09-30,,USD
CPAY,Fleetcor Technologies Inc,2025-11-06,2025-09-30,5.63,USD
CPB,Campbell Soup Company,2025-12-03,2025-10-31,0.7679,USD
CPBLF,CPBLF,2025-11-18,2025-09-30,,USD
CPCPF,CPCPF,2025-11-27,2025-09-30,,USD
CPF,Central Pacific Financial Corp,2025-10-29,2025-09-30,0.76,USD
CPFXF,CPFXF,2025-09-15,2025-07-31,,USD
CPHRF,CPHRF,2025-11-06,2025-09-30,0.1659,USD
CPIX,Cumberland Pharmaceuticals Inc,2025-11-04,2025-09-30,0,USD
CPK,Chesapeake Utilities Corp,2025-10-29,2025-09-30,0.999,USD
CPKF,CPKF,2025-10-28,2025-09-30,0.64,USD
CPKOF,CPKOF,2025-11-20,2025-09-30,,USD
CPNFF,CPNFF,2025-11-13,2025-09-30,,USD
CPNG,Coupang Inc - Class A,2025-11-11,2025-09-30,0.0417,USD
CPPCY,CPPCY,2025-11-13,2025-09-30,,USD
CPPKF,CPPKF,2025-11-03,2025-09-30,-0.03,USD
CPPMF,CPPMF,2025-11-13,2025-09-30,,USD
CPRI,Capri Holdings Ltd,2025-11-06,2025-09-30,0.1611,USD
CPRT,Copart Inc,2025-11-12,2025-10-31,0.4067,USD
CPRX,Catalyst Pharmaceuticals Inc,2025-11-05,2025-09-30,0.36,USD
CPS,Cooper-Standard Holdings Inc,2025-10-30,2025-09-30,-0.0285,USD
CPSH,CPS Technologies Corporation,2025-11-05,2025-09-30,,USD
CPSS,Consumer Portfolio Service Inc,2025-10-28,2025-09-30,0.31,USD
CPT,Camden Property Trust,2025-10-23,2025-09-30,0.4217,USD
CPWHF,CPWHF,2025-09-29,2025-06-30,,USD
CPXGF,CPXGF,2025-11-05,2025-09-30,0.28,USD
CPXWF,CPXWF,2025-10-29,2025-09-30,1.01,USD
CQP,Cheniere Energy Partners LP,2025-10-30,2025-09-30,1.13,USD
CQRLF,CQRLF,2025-11-21,2025-09-30,,USD
CR,Crane Company,2025-10-27,2025-09-30,1.43,USD
CRAI,CRA International Inc,2025-10-30,2025-09-30,1.78,USD
CRARF,CRARF,2025-10-30,2025-09-30,0.48,USD
CRARY,CRARY,2025-10-30,2025-09-30,0.2701,USD
CRAWA,CRAWA,2025-11-05,2025-09-30,0.96,USD
CRBAF,CRBAF,2025-11-27,2025-09-30,,USD
CRBBF,CRBBF,2025-11-12,2025-09-30,,USD
CRBG,Corebridge Financial Inc,2025-11-04,2025-09-30,1.21,USD
CRBU,Caribou Biosciences Inc,2025-11-11,2025-09-30,-0.3603,USD
CRC,California Resources Corporation - New,2025-11-06,2025-09-30,1.26,USD
CRCBY,CRCBY,2025-10-27,2025-09-30,,CNY
CRCCY,CRCCY,2025-10-28,2025-09-30,,CNY
CRCL,Circle Internet Group Inc - Class A,2025-11-11,2025-09-30,0.18,USD
CRCT,Cricut Inc - Class A,2025-11-11,2025-09-30,0.0417,USD
CRCUF,CRCUF,2025-11-13,2025-09-30,,USD
CRCW,CRCW,2025-11-17,2025-09-30,,USD
CRD-B,Crawford & Co. - Class B,2025-11-10,2025-09-30,0.2833,USD
CRDF,Cardiff Oncology Inc,2025-10-30,2025-09-30,-0.2038,USD
CRDIY,CRDIY,2025-11-14,2025-09-30,,USD
CRDL,Cardiol Therapeutics Inc - Class A,2025-11-18,2025-09-30,-0.089,USD
CRDO,Credo Technology Group Holding Ltd,2025-12-01,2025-10-31,0.48,USD
CRDOF,CRDOF,2025-11-26,2025-09-30,,USD
CRECF,CRECF,2025-11-06,2025-08-31,-0.07,USD
CREV,Carbon Revolution Public Ltd Company,2025-12-03,2025-09-30,-3.42,USD
CRFCF,CRFCF,2025-09-30,2025-07-31,,USD
CRGO,Freightos Ltd,2025-11-24,2025-09-30,-0.07,USD
CRGX,CARGO Therapeutics Inc,2025-11-12,2025-09-30,-1.29,USD
CRGY,Crescent Energy Co. - Class A,2025-11-10,2025-09-30,0.3382,USD
CRH,CRH Plc,2025-11-06,2025-09-30,2.21,USD
CRI,Carters Inc,2025-10-24,2025-09-30,0.5866,USD
CRK,Comstock Resources Inc,2025-11-04,2025-09-30,0.1046,USD
CRL,Charles River Laboratories International Inc,2025-11-05,2025-09-30,2.35,USD
CRLBF,CRLBF,2025-11-07,2025-09-30,-0.0293,USD
CRLFF,CRLFF,2025-11-06,2025-09-30,0.06,USD
CRM,Salesforce Inc,2025-12-01,2025-10-31,2.85,USD
CRMD,CorMedix Inc,2025-10-28,2025-09-30,0.2233,USD
CRMT,Americas Car Mart Inc,2025-11-24,2025-10-31,0.5267,USD
CRNC,Cerence Inc,2025-11-20,2025-09-30,-0.22,USD
CRNCY,CRNCY,2025-09-18,2025-06-30,,USD
CRNT,Ceragon Networks Ltd,2025-11-12,2025-09-30,0.03,USD
CRNX,Crinetics Pharmaceuticals Inc,2025-11-06,2025-09-30,-1.16,USD
CRNZF,CRNZF,2025-09-18,2025-06-30,,USD
CROMF,CROMF,2025-11-05,2025-09-30,,USD
CRON,Cronos Group Inc,2025-11-05,2025-09-30,0.02,USD
CROOF,CROOF,2025-10-30,2025-08-31,,USD
CROX,Crocs Inc,2025-10-30,2025-09-30,2.35,USD
CRPHY,CRPHY,2025-09-25,2025-06-30,,USD
CRRFY,CRRFY,2025-10-22,2025-09-30,0,USD
CRRTF,CRRTF,2025-11-12,2025-09-30,,USD
CRS,Carpenter Technology Corp,2025-10-30,2025-09-30,2.16,USD
CRSP,CRISPR Therapeutics AG,2025-11-05,2025-09-30,-1.32,USD
